,Material,AtomicMass,AtomicNumber,FirstIonizationEnergy,CovalentRadius,ElectronAffinity,FusionHeat,Period,Valence,VaporizationHeat
18829,18829,69.40843975,30.5,887.32,129.3,71.3265,12.3305,3.95,3.45,169.9525
18830,18830,69.48564462,30.525,887.295,129.15,72.5265,12.3905,3.95,3.475,170.6525
18831,18831,84.0041133,36.14778325,823.7896552,132.2955665,102.3699507,13.83448276,4.344827586,4.477832512,196.4581281
18832,18832,63.39933333,28.66666667,853.9333333,126.8666667,142.58,15.78933333,3.933333333,5.866666667,264.56
18833,18833,69.29866667,30.8,854.4,127.3333333,137.7666667,15.64066667,4,5.866666667,257.0933333
18834,18834,72.62720721,30.22522523,1157.891892,91.68468468,98.53603604,7.809369369,3.297297297,3.126126126,166.9545045
18835,18835,68.43277419,29.96774194,842.9354839,133.2903226,132.0774194,9.938709677,4,5.225806452,163.5483871
18836,18836,62.03462268,26.15839243,1133.656028,98.37352246,121.0555556,8.545319149,3.163120567,2.891252955,195.0236407
18837,18837,62.36813246,26.29411765,1130.088235,99.05882353,120.7,8.514941176,3.176470588,2.882352941,194.4070588
18838,18838,63.18833385,26.62790698,1121.313953,100.744186,119.8255814,8.440232558,3.209302326,2.860465116,192.8906977
18839,18839,60.05602171,25.45265589,1118.227252,99.90762125,119.417321,8.403856813,3.152424942,2.847575058,192.5311778
18840,18840,59.26946667,25.0952381,1140.371429,96.19047619,121.6619048,8.596190476,3.095238095,2.904761905,196.2928571
18841,18841,59.14411579,25.03827751,1143.900478,95.59808612,122.0196172,8.626842105,3.086124402,2.913875598,196.8923445
18842,18842,59.01755962,24.98076923,1147.463462,95,122.3807692,8.657788462,3.076923077,2.923076923,197.4975962
18843,18843,68.49665359,29.98039216,844.2156863,133.3071895,132.2562092,9.897385621,4,5.267973856,161.7647059
18844,18844,71.49977324,31.026875,899.9383125,130.756875,75.8076875,12.00617,4,3.223125,195.619275
18845,18845,71.50034009,31.0275,899.96475,130.7525,75.8175,12.006545,4,3.2225,195.69865
18846,18846,71.5099907,31.030625,899.961625,130.73375,75.9675,12.014045,4,3.225625,195.78615
18847,18847,71.53894253,31.04,899.95225,130.6775,76.4175,12.036545,4,3.235,196.04865
18848,18848,72.82767043,31.77,897.2475,129.305,76.19975,12.202045,4,3.23,165.99615
18849,18849,72.82993781,31.7725,897.35325,129.2875,76.239,12.203545,4,3.2275,166.31365
18850,18850,72.8322052,31.775,897.459,129.27,76.27825,12.205045,4,3.225,166.63115
18851,18851,72.84991356,31.7825,897.55975,129.2225,76.5575,12.218545,4,3.2275,167.08865
18852,18852,72.87307503,31.79,897.55225,129.1775,76.9175,12.236545,4,3.235,167.29865
18853,18853,72.91167746,31.8025,897.53975,129.1025,77.5175,12.266545,4,3.2475,167.64865
18854,18854,34.70770702,16.50877193,961.4377193,116.3859649,70.41096491,8.538403509,3.105263158,2.631578947,132.8779825
18855,18855,36.09568649,17.10810811,954.0256757,117.1216216,68.72864865,9.05,3.148648649,2.675675676,132.7905405
18856,18856,44.73265925,20.5,926.9375,123.625,79.27,6.31325,3.375,2.5,124.07875
18857,18857,50.226139,22.75,918.8125,125.125,80.145,9.69575,3.5,2.5,126.57875
18858,18858,48.9086125,22.0625,929.521875,123.80625,66.3675,9.04575,3.44375,2.6375,119.3725
18859,18859,49.055875,22.125,929.025,123.925,66.415,9.10825,3.45,2.65,121.22875
18860,18860,49.3504,22.25,928.03125,124.1625,66.51,9.23325,3.4625,2.675,124.94125
18861,18861,49.644925,22.375,927.0375,124.4,66.605,9.35825,3.475,2.7,128.65375
18862,18862,48.76135,22,930.01875,123.6875,66.32,8.98325,3.4375,2.625,117.51625
18863,18863,48.78065122,22.00625,930.0125,123.65,66.62,8.99825,3.4375,2.63125,117.69125
18864,18864,48.79995244,22.0125,930.00625,123.6125,66.92,9.01325,3.4375,2.6375,117.86625
18865,18865,48.81925366,22.01875,930,123.575,67.22,9.02825,3.4375,2.64375,118.04125
18866,18866,44.37660925,20.25,929.8,124.625,67.2325,5.88825,3.375,2.625,120.20375
18867,18867,127.2720491,52.25141777,839.8960302,131.2438563,151.5568998,7.901512287,4.756143667,5.402646503,91.68241966
18868,18868,91.67541667,38.9,648.99,140.3666667,67.34333333,19.67633333,4.366666667,3.3,254.9
18869,18869,80.57338462,34.12820513,945,112.2564103,138.1435897,6.318461538,3.743589744,3.794871795,113.6435897
18870,18870,80.06256972,35.12,795.4,139.28,47.06,16.8364,4.34,3.8,185.56
18871,18871,79.88677837,35.048,795.66,139.232,47.032,16.72816,4.336,3.8,185.48
18872,18872,79.18361296,34.76,796.7,139.04,46.92,16.2952,4.32,3.8,185.16
18873,18873,77.9530735,34.256,798.52,138.704,46.724,15.53752,4.292,3.8,184.6
18874,18874,70.29612618,29.69090909,1011.294545,110.8,106.7316364,4.686545455,3.490909091,2.581818182,92.69636364
18875,18875,68.89743155,29.17272727,1011.51,110.4727273,105.5597273,4.732909091,3.463636364,2.554545455,85.52363636
18876,18876,71.26036546,31.47547974,769.5597015,143.3944563,98.01471215,8.039488273,4.187633262,3.904051173,158.326226
18877,18877,63.48049767,28.41860465,780.0581395,139.627907,105.1790698,7.759069767,4,4.023255814,147.4465116
18878,18878,78.31427763,34.16806723,769.2823529,145.8823529,94.53781513,8.373109244,4.336134454,3.899159664,167.2605042
18879,18879,62.54836975,28.11764706,776.5092437,138.9915966,95.02521008,8.413445378,4,3.899159664,169.4285714
18880,18880,61.75678162,27.82478632,767.0166667,140.3803419,91.43675214,8.425598291,4,3.799145299,172.532906
18881,18881,80.73482049,35.05752212,766.3353982,148,100.7061947,7.855176991,4.380530973,3.946902655,151.119469
18882,18882,85.45774458,37.13,805.45,140.92,54.795,17.1896,4.41,4,144.9
18883,18883,74.39396262,32.2875,903.38375,128.4125,78.1875,12.556925,4,3.2125,139.44725
18884,18884,60.37041584,27.6156,799.9844,135.5064,38.7028,18.34544,4,3.6156,183.1968
18885,18885,60.38523918,27.6204,799.9796,135.4776,38.9332,18.35696,4,3.6204,183.3312
18886,18886,60.39141557,27.6224,799.9776,135.4656,39.0292,18.36176,4,3.6224,183.3872
18887,18887,60.40006251,27.6252,799.9748,135.4488,39.1636,18.36848,4,3.6252,183.4656
18888,18888,65.213494,28.8,723.72,136.4,111.7,35.72,4,4.2,394.4
18889,18889,45.90253333,20.66666667,741.7333333,126.3333333,51.1,14.83333333,3.333333333,3,175.4666667
18890,18890,82.69944,36.2,791.5,140,47.48,18.46,4.4,3.8,186.76
18891,18891,89.144,38.8,735.2,142.6,70.086,21,4.6,3.6,313
18892,18892,89.144,38.8,735.2,142.6,70.086,21,4.6,3.6,313
18893,18893,80.9114,35.6,773.46,140.2,78.79,19.56,4.4,3.2,192.16
18894,18894,60.35929834,27.612,799.988,135.528,38.53,18.3368,4,3.612,183.096
18895,18895,60.3840039,27.62,799.98,135.48,38.914,18.356,4,3.62,183.32
18896,18896,60.41488585,27.63,799.97,135.42,39.394,18.38,4,3.63,183.6
18897,18897,60.43341502,27.636,799.964,135.384,39.682,18.3944,4,3.636,183.768
18898,18898,60.4457678,27.64,799.96,135.36,39.874,18.404,4,3.64,183.88
18899,18899,60.47664975,27.65,799.95,135.3,40.354,18.428,4,3.65,184.16
18900,18900,60.48900253,27.654,799.946,135.276,40.546,18.4376,4,3.654,184.272
18901,18901,60.5075317,27.66,799.94,135.24,40.834,18.452,4,3.66,184.44
18902,18902,60.5692956,27.68,799.92,135.12,41.794,18.5,4,3.68,185
18903,18903,69.88252168,31.2168,791.9032,139.2992,39.2924,18.24032,4.2,3.6168,179.6304
18904,18904,69.89981557,31.2224,791.8976,139.2656,39.5612,18.25376,4.2,3.6224,179.7872
18905,18905,69.91710946,31.228,791.892,139.232,39.83,18.2672,4.2,3.628,179.944
18906,18906,69.93810919,31.2348,791.8852,139.1912,40.1564,18.28352,4.2,3.6348,180.1344
18907,18907,69.94428558,31.2368,791.8832,139.1792,40.2524,18.28832,4.2,3.6368,180.1904
18908,18908,69.95910891,31.2416,791.8784,139.1504,40.4828,18.29984,4.2,3.6416,180.3248
18909,18909,69.97516753,31.2468,791.8732,139.1192,40.7324,18.31232,4.2,3.6468,180.4704
18910,18910,69.98381447,31.2496,791.8704,139.1024,40.8668,18.31904,4.2,3.6496,180.5488
18911,18911,69.99616725,31.2536,791.8664,139.0784,41.0588,18.32864,4.2,3.6536,180.6608
18912,18912,70.04063726,31.268,791.852,138.992,41.75,18.3632,4.2,3.668,181.064
18913,18913,69.97887336,31.248,791.872,139.112,40.79,18.3152,4.2,3.648,180.504
18914,18914,70.51936296,31.458,791.85436,139.1372,41.167748,18.32612,4.2084,3.6564,180.8232
18915,18915,71.90919336,31.998,791.809,139.202,42.1391,18.3542,4.23,3.678,181.644
18916,18916,72.42394536,32.198,791.7922,139.226,42.49886,18.3646,4.238,3.686,181.948
18917,18917,74.35426536,32.948,791.7292,139.316,43.84796,18.4036,4.268,3.716,183.088
18918,18918,75.51245736,33.398,791.6914,139.37,44.65742,18.427,4.286,3.734,183.772
18919,18919,76.41327336,33.748,791.662,139.412,45.287,18.4452,4.3,3.748,184.304
18920,18920,77.70015336,34.248,791.62,139.472,46.1864,18.4712,4.32,3.768,185.064
18921,18921,79.24440936,34.848,791.5696,139.544,47.26568,18.5024,4.344,3.792,185.976
18922,18922,80.91735336,35.498,791.515,139.622,48.4349,18.5362,4.37,3.818,186.964
18923,18923,82.20423336,35.998,791.473,139.682,49.3343,18.5622,4.39,3.838,187.724
18924,18924,82.84767336,36.248,791.452,139.712,49.784,18.5752,4.4,3.848,188.104
18925,18925,63.63968546,28.51454139,788.404698,137.4317673,100.8982103,8.296733781,4,4.03803132,162.2868009
18926,18926,79.03686976,34.28725702,795.8615551,133.2937365,95.89287257,8.396155508,4.194384449,4.149028078,170.8155508
18927,18927,62.68513333,28.16666667,777.875,138.8333333,95.85833333,8.388333333,4,3.916666667,168.2333333
18928,18928,92.369375,39.18333333,645.535,140.55,65.59833333,18.93283333,4.383333333,3.283333333,253.1833333
18929,18929,54.33105,23.83333333,778.5833333,113.5,80.21666667,43.56666667,3.333333333,2.833333333,483.3333333
18930,18930,125.52624,52,835.52,141,114.326,20.68,5,4.8,236.36
18931,18931,169.4128884,68.88,741.91,153.34,27.388,31.884,5.82,6.64,702.3
18932,18932,62.68513333,28.16666667,777.875,138.8333333,95.85833333,8.388333333,4,3.916666667,168.2333333
18933,18933,110.4484564,47.14285714,584.0285714,148.5714286,36.88571429,5.428571429,5,3.285714286,267.8571429
18934,18934,160.15216,64.4,802.56,142,150.6,14.86,5.4,5.6,92.8
18935,18935,61.19003093,26.3814433,874.242268,126.8762887,45.39175258,15.9043299,3.649484536,2.793814433,306.9621649
18936,18936,61.19627077,26.38659794,874.2371134,126.8608247,45.40206186,15.90020619,3.649484536,2.798969072,306.704433
18937,18937,61.20251062,26.39175258,874.2319588,126.8453608,45.41237113,15.89608247,3.649484536,2.804123711,306.446701
18938,18938,40.41430958,18.65833333,795.0225,114.1166667,76.98666667,41.75083333,3.175,2.841666667,477.25
18939,18939,40.84106083,18.81666667,794.395,114.2333333,77.15666667,41.70166667,3.183333333,2.85,477
18940,18940,48.52258333,21.66666667,783.1,116.3333333,80.21666667,40.81666667,3.333333333,3,472.5
18941,18941,171.40865,69.25,711.225,142,96.4,12.475,5.5,4.25,214.5
18942,18942,81.2649,35.13,829.401,131.13,103.982,13.0485,4.285,4.5,192.77
18943,18943,10.14375862,4.655172414,751.8724138,92.4137931,32.37241379,41.89655172,2,2.655172414,444.9310345
18944,18944,10.33078102,4.751824818,765.4182482,90.33576642,30.78248175,44.16788321,2,2.751824818,462.3284672
18945,18945,78.31427763,34.16806723,769.2823529,145.8823529,94.53781513,8.373109244,4.336134454,3.899159664,167.2605042
18946,18946,47.96619276,22.49916667,750.0358333,147.675,31.81541667,14.00458333,3.833333333,2.999166667,203.5116667
18947,18947,47.39774457,22.28571429,731.9928571,150.5714286,27.975,13.95157143,3.857142857,3,215.9435714
18948,18948,46.969589,22.125,718.44375,152.75,25.10125,13.910125,3.875,3,225.200625
18949,18949,46.90064545,22.04545455,768.775,143.4318182,31.58,13.38927273,3.75,2.954545455,182.6781818
18950,18950,50.6182875,22.75,924.0875,124,72.17,10.12075,3.5,2.875,139.57875
18951,18951,50.6182875,22.75,924.0875,124,72.17,10.12075,3.5,2.875,139.57875
18952,18952,49.3504,22.25,928.03125,124.1625,66.51,9.23325,3.4625,2.675,124.94125
18953,18953,48.78065122,22.00625,930.0125,123.65,66.62,8.99825,3.4375,2.63125,117.69125
18954,18954,121.1134375,49.25,779.3625,136.375,72.5,40.65,4.625,5,671.625
18955,18955,68.59855,30.875,709.5,144.125,103.9125,35.575,4.25,4.625,565.875
18956,18956,125.4320625,51.5,775.8125,142.875,99.225,40.7,4.875,5.25,634.625
18957,18957,97.070375,41.75,694.9,146.5,99.425,22.7,4.75,4.5,378.25
18958,18958,97.28506383,41.10638298,800.0361702,129.6595745,92.74255319,8.182978723,4.425531915,4.276595745,171.6808511
18959,18959,83.79747908,36.05439331,786.1610879,134.1882845,93.71338912,8.132238494,4.263598326,4.10041841,167.7956067
18960,18960,87.54893595,37.46694215,790.0504132,132.7231405,92.02231405,8.248863636,4.309917355,4.136363636,172.2014463
18961,18961,80.17639344,34.70491803,782.4639344,135.2131148,92.65327869,8.213893443,4.221311475,4.040983607,169.8430328
18962,18962,63.14785528,28.30561798,777.8208989,139.6898876,102.3098876,7.911146067,4,3.979775281,152.9591011
18963,18963,74.2712328,32.728,777.916,142.728,42.1992,17.88248,4.288,3.544,176.2264
18964,18964,84.24922365,36.26801802,795.4657658,134.7094595,99.22545045,8.110945946,4.288288288,4.198198198,162.0045045
18965,18965,110.4484564,47.14285714,584.0285714,148.5714286,36.88571429,5.428571429,5,3.285714286,267.8571429
18966,18966,110.6837279,47.22857143,584.4778571,148.45,36.88571429,5.444285714,5,3.278571429,266.5
18967,18967,110.9189993,47.31428571,584.9271429,148.3285714,36.88571429,5.46,5,3.271428571,265.1428571
18968,18968,111.036635,47.35714286,585.1517857,148.2678571,36.88571429,5.467857143,5,3.267857143,264.4642857
18969,18969,112.8011707,48,588.5214286,147.3571429,36.88571429,5.585714286,5,3.214285714,254.2857143
18970,18970,110.4449978,47.14,584.0314286,148.58,36.88,5.430857143,5,3.282857143,268
18971,18971,110.4398098,47.13571429,584.0357143,148.5928571,36.87142857,5.434285714,5,3.278571429,268.2142857
18972,18972,110.4354865,47.13214286,584.0392857,148.6035714,36.86428571,5.437142857,5,3.275,268.3928571
18973,18973,110.4311631,47.12857143,584.0428571,148.6142857,36.85714286,5.44,5,3.271428571,268.5714286
18974,18974,110.4268398,47.125,584.0464286,148.625,36.85,5.442857143,5,3.267857143,268.75
18975,18975,110.4225165,47.12142857,584.05,148.6357143,36.84285714,5.445714286,5,3.264285714,268.9285714
18976,18976,110.4779279,47.15714286,583.9671429,148.55,36.88571429,5.44,5,3.278571429,267.3928571
18977,18977,28.0855,14,786,111,133.6,50.2,3,4,359
18978,18978,72.63,32,760,120,119,31.8,4,4,334
18979,18979,50.348381,23,794.95,114.5,49.95,3.115,3.5,4,134.2
18980,18980,160.15216,64.4,802.56,142,150.6,14.86,5.4,5.6,92.8
18981,18981,160.15216,64.4,802.56,142,150.6,14.86,5.4,5.6,92.8
18982,18982,72.63,32,760,120,119,31.8,4,4,334
18983,18983,91.7225,39,814.05,135,102.95,15.65,4.5,4.5,197.5
18984,18984,104.1633286,44.14285714,780.6428571,138.1428571,117.1285714,18.34285714,4.714285714,5.571428571,291.8571429
18985,18985,155.2674182,62.72727273,802.6454545,141.7272727,141.7909091,15.02727273,5.363636364,5.454545455,118.9090909
18986,18986,78.26356,32.35,1045.325,111.2,95.46,2.8697,3.6,2.35,58.806
18987,18987,78.13136,32.31,1051.141,110.92,94.758,2.8201,3.6,2.31,56.43
18988,18988,45.90253333,20.66666667,741.7333333,126.3333333,51.1,14.83333333,3.333333333,3,175.4666667
18989,18989,45.90253333,20.66666667,741.7333333,126.3333333,51.1,14.83333333,3.333333333,3,175.4666667
18990,18990,60.1263,27.4,765.82,141,47.16,17.066,4,3.4,167.14
18991,18991,60.1263,27.4,765.82,141,47.16,17.066,4,3.4,167.14
18992,18992,60.1263,27.4,765.82,141,47.16,17.066,4,3.4,167.14
18993,18993,127.4751567,53,735.9,161.6666667,84.8,15.23333333,5.333333333,4.333333333,178
18994,18994,54.6787796,23.84,733.026,125.46,45.392,27.842,3.58,3.4,432.4
18995,18995,55.3081886,24.08,731.66,126.52,40,27.452,3.6,3.28,429.44
18996,18996,171.40865,69.25,711.225,142,96.4,12.475,5.5,4.25,214.5
18997,18997,45.13613359,20.28,1024.258667,113.0133333,116.016,4.946773333,3.2,1.92,101.1408
18998,18998,45.21610701,20.30666667,1034.042667,112.7733333,121.0026667,4.947786667,3.2,1.893333333,101.1370667
18999,18999,45.25609372,20.32,1038.934667,112.6533333,123.496,4.948293333,3.2,1.88,101.1352
19000,19000,74.35647508,32.275,898.7975,128.525,75.85,12.55645,4,3.225,139.449
19001,19001,117.8274815,48.75308642,815.7901235,147.0617284,152.4987654,18.30987654,4.987654321,5.456790123,182.4691358
19002,19002,119.2085333,49.66666667,787.7666667,150,96.11,18.56666667,5,4.333333333,219.8
19003,19003,71.75798754,31.2625,894.21125,130.1375,73.5125,11.805975,4,3.4875,183.20075
19004,19004,71.20863957,31.0375,895.02375,129.9875,73.425,11.467725,3.9875,3.4875,182.95075
19005,19005,70.65929159,30.8125,895.83625,129.8375,73.3375,11.129475,3.975,3.4875,182.70075
19006,19006,70.10994361,30.5875,896.64875,129.6875,73.25,10.791225,3.9625,3.4875,182.45075
19007,19007,69.56059564,30.3625,897.46125,129.5375,73.1625,10.452975,3.95,3.4875,182.20075
19008,19008,68.46189969,29.9125,899.08625,129.2375,72.9875,9.776475,3.925,3.4875,181.70075
19009,19009,67.36320374,29.4625,900.71125,128.9375,72.8125,9.099975,3.9,3.4875,181.20075
19010,19010,46.498975,21.025,979.83125,114.825,101.919625,5.37475,3.2625,2.0125,112.805
19011,19011,51.80213607,22.85478807,999.7295133,114.4536892,105.0234301,5.251434851,3.330455259,2.074568289,120.5285243
19012,19012,51.610504,22.78021978,999.6274725,114.3987441,104.916562,5.240210361,3.326530612,2.070643642,119.6454788
19013,19013,51.41887194,22.70565149,999.5254317,114.3437991,104.8096939,5.228985871,3.322605965,2.066718995,118.7624333
19014,19014,51.22723987,22.6310832,999.4233909,114.288854,104.7028257,5.217761381,3.318681319,2.062794349,117.8793878
19015,19015,48.91777077,21.72692308,997.5019231,110.4692308,97.09192308,4.533769231,3.207692308,2.111538462,95.69
19016,19016,48.98764769,21.75,997.6173077,110.3769231,97.09653846,4.677615385,3.207692308,2.126923077,95.95153846
19017,19017,49.05752462,21.77307692,997.7326923,110.2846154,97.10115385,4.821461538,3.207692308,2.142307692,96.21307692
19018,19018,49.12740154,21.79615385,997.8480769,110.1923077,97.10576923,4.965307692,3.207692308,2.157692308,96.47461538
19019,19019,49.19727846,21.81923077,997.9634615,110.1,97.11038462,5.109153846,3.207692308,2.173076923,96.73615385
19020,19020,52.09878846,22.91538462,1002.457692,110.4538462,97.87492308,4.363,3.246153846,2.130769231,94.53615385
19021,19021,51.85612692,22.79230769,1004.733077,109.9153846,97.83846154,4.365461538,3.230769231,2.130769231,94.12076923
19022,19022,51.61346538,22.66923077,1007.008462,109.3769231,97.802,4.367923077,3.215384615,2.130769231,93.70538462
19023,19023,51.37080385,22.54615385,1009.283846,108.8384615,97.76553846,4.370384615,3.2,2.130769231,93.29
19024,19024,51.12814231,22.42307692,1011.559231,108.3,97.72907692,4.372846154,3.184615385,2.130769231,92.87461538
19025,19025,50.88548077,22.3,1013.834615,107.7615385,97.69261538,4.375307692,3.169230769,2.130769231,92.45923077
19026,19026,51.99045385,22.87692308,997.6,110.4153846,97.26338462,4.341076923,3.246153846,2.092307692,94.03615385
19027,19027,50.90709,22.47692308,998.8007692,110.3153846,98.02646154,4.409538462,3.230769231,2.084615385,95.07461538
19028,19028,49.82372615,22.07692308,1000.001538,110.2153846,98.78953846,4.478,3.215384615,2.076923077,96.11307692
19029,19029,48.74036231,21.67692308,1001.202308,110.1153846,99.55261538,4.546461538,3.2,2.069230769,97.15153846
19030,19030,47.65699846,21.27692308,1002.403077,110.0153846,100.3156923,4.614923077,3.184615385,2.061538462,98.19
19031,19031,46.57363462,20.87692308,1003.603846,109.9153846,101.0787692,4.683384615,3.169230769,2.053846154,99.22846154
19032,19032,45.49027077,20.47692308,1004.804615,109.8153846,101.8418462,4.751846154,3.153846154,2.046153846,100.2669231
19033,19033,53.30482308,23.36923077,998.4307692,110.2923077,97.95523077,4.336461538,3.261538462,2.107692308,94.39
19034,19034,52.22145923,22.96923077,999.6315385,110.1923077,98.71830769,4.404923077,3.246153846,2.1,95.42846154
19035,19035,43.72300484,19.74193548,1020.764516,108.4032258,103.3659677,4.486612903,3.096774194,2.048387097,93.15080645
19036,19036,45.1554119,20.3015873,1015.148413,108.8809524,102.8173016,4.552698413,3.126984127,2.055555556,95.36269841
19037,19037,46.54305625,20.84375,1009.707812,109.34375,102.2857813,4.61671875,3.15625,2.0625,97.50546875
19038,19038,47.88800385,21.36923077,1004.434615,109.7923077,101.7706154,4.678769231,3.184615385,2.069230769,99.58230769
19039,19039,52.53336706,23.04705882,994.6482353,112.6117647,98.36470588,4.599764706,3.294117647,2.047058824,97.91352941
19040,19040,52.69554647,23.10882353,994.5757353,112.6441176,98.43475,4.599705882,3.297058824,2.048529412,97.94294118
19041,19041,52.85772588,23.17058824,994.5032353,112.6764706,98.50479412,4.599647059,3.3,2.05,97.97235294
19042,19042,53.18208471,23.29411765,994.3582353,112.7411765,98.64488235,4.599529412,3.305882353,2.052941176,98.03117647
19043,19043,53.50644353,23.41764706,994.2132353,112.8058824,98.78497059,4.599411765,3.311764706,2.055882353,98.09
19044,19044,52.72892,23.12058824,994.6682353,112.6279412,98.43475,4.598529412,3.297058824,2.048529412,97.92088235
19045,19045,52.92447294,23.19411765,994.6882353,112.6441176,98.50479412,4.597294118,3.3,2.05,97.92823529
19046,19046,53.31557882,23.34117647,994.7282353,112.6764706,98.64488235,4.594823529,3.305882353,2.052941176,97.94294118
19047,19047,53.70668471,23.48823529,994.7682353,112.7088235,98.78497059,4.592352941,3.311764706,2.055882353,97.95764706
19048,19048,80.5061838,35.0964,782.00224,143.556,41.7364,18.32324,4.4156,3.6468,182.0688
19049,19049,69.92290767,30.4575,890.11675,130.475,69.308475,12.09375,3.9675,3.2175,183.78
19050,19050,70.02625768,30.4875,890.92825,130.445,69.308475,12.11625,3.9675,3.2175,185.73
19051,19051,70.10500768,30.5175,890.52025,130.385,69.308475,12.13275,3.9675,3.2175,185.355
19052,19052,40.078,20,589.4,176,2.37,8.54,4,2,155
19053,19053,45.90253333,20.66666667,741.7333333,126.3333333,51.1,14.83333333,3.333333333,3,175.4666667
19054,19054,52.22668702,23.75862069,741.8413793,138.0689655,48.69655172,15.11724138,3.689655172,3.068965517,161.1482759
19055,19055,82.69944,36.2,791.5,140,47.48,18.46,4.4,3.8,186.76
19056,19056,36.00663961,17.12258473,919.7898955,115.9208109,69.53215078,8.859313906,3.140323092,2.633512829,125.7223218
19057,19057,36.17922602,17.20127796,916.3971246,116.3514377,68.91565495,8.933821086,3.150159744,2.638977636,126.7774121
19058,19058,30.42462792,14.83544304,928.3911392,114.3544304,68.71392405,5.425797468,3.012658228,2.632911392,123.074557
19059,19059,46.22997061,20.95789474,949.2736842,121.4736842,72.48526316,8.842947368,3.368421053,2.642105263,127.1831579
19060,19060,46.27593516,20.97368421,949.7,121.3157895,72.31947368,8.885578947,3.368421053,2.657894737,128.8726316
19061,19061,57.60564519,25.13513514,927.6351351,127.9459459,73.24324324,8.900810811,3.621621622,2.594594595,124.2364865
19062,19062,80.5061838,35.0964,782.00224,143.556,41.7364,18.32324,4.4156,3.6468,182.0688
19063,19063,81.2026792,35.3776,781.41616,143.704,43.1276,18.44016,4.4304,3.6912,184.2592
19064,19064,82.2380102,35.7956,780.54496,143.924,45.1956,18.61396,4.4524,3.7572,187.5152
19065,19065,80.19687,34.968,782.99296,143.4588,40.5892,18.22436,4.4084,3.6084,180.0372
19066,19066,80.31825,35.016,783.09952,143.4756,40.6804,18.23132,4.4108,3.6108,180.1164
19067,19067,80.37894,35.04,783.1528,143.484,40.726,18.2348,4.412,3.612,180.156
19068,19068,80.84423,35.224,783.56128,143.5484,41.0756,18.26148,4.4212,3.6212,180.4596
19069,19069,81.12745,35.336,783.80992,143.5876,41.2884,18.27772,4.4268,3.6268,180.6444
19070,19070,79.79938464,34.8192,782.40016,143.3232,41.19448,18.23264,4.4,3.5904,180.0576
19071,19071,79.80849952,34.8256,782.32688,143.2976,41.50264,18.24352,4.4,3.5872,180.1568
19072,19072,79.82445056,34.8368,782.19864,143.2528,42.04192,18.26256,4.4,3.5816,180.3304
19073,19073,79.83356544,34.8432,782.12536,143.2272,42.35008,18.27344,4.4,3.5784,180.4296
19074,19074,79.85407392,34.8576,781.96048,143.1696,43.04344,18.29792,4.4,3.5712,180.6528
19075,19075,59.3441,25.81428571,1008.812857,114.0642857,111.7714286,3.992571429,3.428571429,2.307142857,127.6271429
19076,19076,39.64126,18,1050.266667,103.6666667,82.33333333,44.05333333,3,4,469.2633333
19077,19077,39.64126,18,1050.266667,103.6666667,82.33333333,44.05333333,3,4,469.2633333
19078,19078,71.90038929,32.05,676.845,152.2,48.09,18.015,4.4,3.85,475.45
19079,19079,86.38037925,38.05,674.46,167.65,44.49,20.28,4.85,4,549.25
19080,19080,74.86982386,33.4,680.865,154.15,67.975,17.41,4.45,3.2,457.2
19081,19081,76.33784286,34,676.795,155.75,66.36,18.095,4.5,3.35,476.7
19082,19082,63.44544582,28.42663657,783.2873589,138.6027088,102.1841986,8.065801354,4,4.015801354,156.3510158
19083,19083,63.04514035,28.28070175,778.8631579,139.1929825,100.077193,8.103508772,4,3.964912281,158.8245614
19084,19084,86.52800636,37.12711864,783.3029661,136.3432203,94.8809322,8.027923729,4.334745763,4.093220339,164.059322
19085,19085,125.9739259,51.77777778,837.962963,131.2592593,150.8814815,8.007407407,4.740740741,5.333333333,95.92592593
19086,19086,45.90253333,20.66666667,741.7333333,126.3333333,51.1,14.83333333,3.333333333,3,175.4666667
19087,19087,57.3255,24.83333333,708.4166667,126.3333333,51.16666667,17.68333333,3.5,2.833333333,323.5
19088,19088,59.5421,25.63333333,710.0316667,126.2583333,54.95666667,17.76583333,3.525,2.883333333,326.25
19089,19089,66.1919,28.03333333,714.8766667,126.0333333,66.32666667,18.01333333,3.6,3.033333333,334.5
19090,19090,79.4915,32.83333333,724.5666667,125.5833333,89.06666667,18.50833333,3.75,3.333333333,351
19091,19091,94.56438,38.27333333,735.5486667,125.0733333,114.8386667,19.06933333,3.92,3.673333333,369.7
19092,19092,97.2243,39.23333333,737.4866667,124.9833333,119.3866667,19.16833333,3.95,3.733333333,373
19093,19093,101.6575,40.83333333,740.7166667,124.8333333,126.9666667,19.33333333,4,3.833333333,378.5
19094,19094,63.3103,27.8,763.1,130,110.834,37.028,3.8,4,358.4
19095,19095,64.54894902,28.82352941,794.545098,137.254902,108.7215686,7.883137255,4,4.156862745,147.2784314
19096,19096,60.40099736,27.23021583,790.9258993,137.5227818,107.8033573,7.481654676,3.923261391,4.088729017,144.516307
19097,19097,53.04059059,24.41882353,801.9691765,134.5529412,106.6270588,7.102988235,3.767058824,4.082352941,147.6804706
19098,19098,52.35111167,24.16018307,796.7860412,135.2860412,104.6363844,7.087414188,3.76201373,4.025171625,149.2599542
19099,19099,47.2488625,22.24166667,797.1641667,133.8958333,97.50416667,7.180291667,3.670833333,3.916666667,162.9008333
